Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
77767,"Little House on the Prairie (Little House, #3)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",Garth Williams,"=""""","=""""",0,4.21,HarperTrophy,Paperback,335,1994,1935,,2021/01/23,fiction,fiction (#115),fiction,,,,0,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""""","=""""",0,4.04,Harper Perennial Modern Classics,Paperback,294,2006,1963,,2021/01/23,fiction,fiction (#114),fiction,,,,0,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.01,Vintage International,Paperback,159,1989,1942,,2021/01/23,fiction,fiction (#113),fiction,,,,0,0
13,"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",0,4.38,Del Rey Books,Paperback,815,2002,1996,,2021/01/23,fiction,fiction (#112),fiction,,,,0,0
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""""","=""""",0,4.20,Signet,Mass Market Paperback,325,1963,1962,,2021/01/23,fiction,fiction (#111),fiction,,,,0,0
38447,"The Handmaid's Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",0,4.13,Anchor Books,Paperback,314,1998,1985,,2021/01/23,fiction,fiction (#110),fiction,,,,0,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.88,Penguin,Paperback,331,1995,1955,,2021/01/23,fiction,fiction (#109),fiction,,,,0,0
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""""","=""""",0,4.30,Warner Books,Mass Market Paperback,1037,1999,1936,,2021/01/23,fiction,fiction (#108),fiction,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",0,4.10,Harper,Mass Market Paperback,417,2003,1967,,2021/01/23,fiction,fiction (#107),fiction,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2021/01/23,fiction,fiction (#106),fiction,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.81,Back Bay Books,Paperback,277,2001,1951,,2021/01/23,fiction,fiction (#105),fiction,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,3.98,Signet Classics,Mass Market Paperback,141,1996,1945,,2021/01/23,fiction,fiction (#104),fiction,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",0,3.93,Scribner,Paperback,180,2004,1925,,2021/01/23,fiction,fiction (#103),fiction,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2021/01/23,fiction,fiction (#102),fiction,,,,0,0
52035217,"Patterns of India: A Journey Through Colors, Textiles, and the Vibrancy of Rajasthan",Christine Chitnis,"Chitnis, Christine",,"=""0525577106""","=""9780525577102""",0,4.44,Clarkson Potter Publishers,ebook,,2020,2020,,2022/06/25,non-fiction,non-fiction (#32),non-fiction,,,,0,0
7137666,The Witches,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0141326212""","=""9780141326214""",0,4.17,Puffin Books,Paperback,201,2009,1983,,2022/06/25,fiction,fiction (#101),fiction,,,,0,0
60402903,Cold Enough for Snow,Jessica Au,"Au, Jessica",,"=""""","=""""",0,3.86,,Kindle Edition,,2022,2022,,2022/06/26,fiction,fiction (#100),fiction,,,,0,0
18336965,My Heart and Other Black Holes,Jasmine Warga,"Warga, Jasmine",,"=""""","=""""",0,3.97,HarperCollins/Balzer + Bray,Kindle Edition,302,2015,2015,,2022/06/28,fiction,fiction (#99),fiction,,,,0,0
27208482,Smoke,Dan Vyleta,"Vyleta, Dan",,"=""0385540175""","=""9780385540179""",0,3.27,Doubleday,ebook,448,2016,2016,,2022/07/06,fiction,fiction (#98),fiction,,,,0,0
9822053,Middlemarch,George Eliot,"Eliot, George",Rosemary Ashton,"=""0141196890""","=""9780141196893""",0,4.00,Penguin Classics,Hardcover,880,2011,1872,,2022/07/14,fiction,fiction (#97),fiction,,,,0,0
61407389,Death of Kirti Kadakia: A Temple Hill Mystery,Meeti Shroff Shah,"Shah, Meeti Shroff",,"=""""","=""""",0,3.75,,Kindle Edition,,2022,,,2022/07/25,fiction,fiction (#96),fiction,,,,0,0
53474694,"Don't Worry, Darling",Carey Van Dyke,"Dyke, Carey Van","Shane Van Dyke, Katie Silberman","=""""","=""""",0,3.99,,ebook,95,2019,,,2022/07/25,fiction,fiction (#95),fiction,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",5,4.47,Random House,Hardcover,352,2018,2018,2022/10/02,2021/04/13,,,read,"I don't think I will ever come across another book that will touch me this much. This book has been the best book I have ever read, and it won't change. I could feel so much, and yet I wouldn't even be close to what she must have felt. The agony of leaving home and yet never finding it again, however hard you try, is not lost on me, I don't know how I can ever put it in words, but she did. The writing, the prose and the emotions, everything was on point. One book that I would recommend till the end of my days.",,,1,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,3.96,Vintage Crime,Paperback,231,1988,1939,,2022/10/01,fiction,fiction (#94),fiction,,,,0,0
30319086,If We Were Villains,M.L. Rio,"Rio, M.L.",,"=""125009528X""","=""9781250095282""",5,4.23,Flatiron Books,Hardcover,354,2017,2017,2022/10/01,2021/05/09,,,read,"What are words? I think I have forgotten to think or write. Kill me now, before the trance fades away.",,,1,0
58065414,Funny You Should Ask,Elissa Sussman,"Sussman, Elissa",,"=""0593357329""","=""9780593357323""",0,3.73,Dell,Paperback,352,2022,2022,,2022/10/01,fiction,fiction (#93),fiction,,,,0,0
20821371,The Sense of Style: The Thinking Person's Guide to Writing in the 21st Century,Steven Pinker,"Pinker, Steven",,"=""0670025852""","=""9780670025855""",0,4.05,Viking,Hardcover,368,2014,2014,,2022/06/25,non-fiction,non-fiction (#31),non-fiction,,,,0,0
58724745,The Book Eaters,Sunyi Dean,"Dean, Sunyi",,"=""1250810183""","=""9781250810182""",0,3.73,Tor Books,Hardcover,298,2022,2022,,2022/07/31,fiction,fiction (#92),fiction,,,,0,0
747746,The Curious Case of Benjamin Button,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Calef Brown,"=""1416556052""","=""9781416556053""",0,3.57,Scribner,Paperback,64,2007,1922,,2022/07/30,fiction,fiction (#91),fiction,,,,0,0
22609522,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,"Browder, Bill",,"=""147675571X""","=""9781476755717""",0,4.43,Simon  Schuster,Hardcover,380,2015,2015,,2022/09/15,non-fiction,non-fiction (#30),non-fiction,,,,0,0
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"Ghosh, Amitav",,"=""071956896X""","=""9780719568961""",0,3.97,John Murray Publisher,Paperback,513,2008,2008,,2022/08/09,fiction,fiction (#90),fiction,,,,0,0
17907199,"The Serpent's Tooth (Empire of the Moghul, #5)",Alex Rutherford,"Rutherford, Alex",,"=""0755347641""","=""9780755347643""",0,3.95,Headline Fiction,Paperback,432,2013,2013,,2022/08/30,fiction,fiction (#89),fiction,,,,0,0
24485959,"Traitors in the Shadows (Empire of the Moghul, #6)",Alex Rutherford,"Rutherford, Alex",,"=""1472205898""","=""9781472205896""",0,3.84,Headline Review,Hardcover,368,2015,2015,,2022/08/30,fiction,fiction (#88),fiction,,,,0,0
650775,Collected Ghost Stories,M.R. James,"James, M.R.",,"=""1853268399""","=""9781853268397""",0,4.14,Wordsworth Editions Ltd,Hardcover,568,1994,1931,,2022/09/23,fiction,fiction (#86),fiction,,,,0,0
44294655,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",0,3.91,Audible Studios,Audible Audio,,2019,2019,,2022/09/19,fiction,fiction (#87),fiction,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0007230184""","=""""",0,3.89,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2022/09/24,fiction,fiction (#85),fiction,,,,0,0
7061,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",0,3.80,Anchor Books,Paperback,235,2003,1998,,2022/09/27,fiction,fiction (#84),fiction,,,,0,0
59241920,The Sun and the Star,Rick Riordan,"Riordan, Rick",Mark Oshiro,"=""""","=""""",0,4.87,Disney-Hyperion,,480,2023,2023,,2022/09/29,fiction,fiction (#83),fiction,,,,0,0
69136,The Book of Lost Things,John Connolly,"Connolly, John",,"=""0743298853""","=""9780743298858""",0,3.95,Atria Books,Hardcover,339,2006,2006,,2021/03/10,fiction,fiction (#82),fiction,,,,0,0
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",0,4.04,Vintage,Paperback,147,1991,1956,,2022/03/28,fiction,fiction (#81),fiction,,,,0,0
5986375,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",David Foster Wallace,"Wallace, David Foster",,"=""0316068225""","=""9780316068222""",5,4.50,"Little, Brown and Company",Hardcover,138,2009,2009,2022/09/30,2022/03/16,,,read,,,,1,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",4,4.15,Children's Classics,Hardcover,331,1998,1911,2022/09/30,2021/04/06,,,read,,,,1,0
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,"=""0735223718""","=""9780735223714""",0,4.72,Viking,ebook,384,2019,2019,,2021/04/16,non-fiction,non-fiction (#29),non-fiction,,,,0,0
6149,Beloved,Toni Morrison,"Morrison, Toni",,"=""""","=""9781400033416""",0,3.92,Vintage,Kindle Edition,324,2004,1987,,2021/04/06,fiction,fiction (#80),fiction,,,,0,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",0,4.03,University of Chicago Press,Paperback,226,1996,1962,,2021/04/10,academic,academic (#24),academic,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.32,Scribner,Hardcover,531,2014,2014,,2021/04/10,fiction,fiction (#79),fiction,,,,0,0
40881621,The Book of Disquiet: The Complete Edition,Fernando Pessoa,"Pessoa, Fernando",,"=""""","=""""",0,4.42,New Directions,Kindle Edition,433,2017,1961,,2021/04/16,non-fiction,non-fiction (#28),non-fiction,,,,0,0
45152372,How to Stop Time,Matt Haig,"Haig, Matt",,"=""0525522891""","=""9780525522898""",0,3.85,Penguin Books,Paperback,325,2019,2017,,2021/04/28,fiction,fiction (#78),fiction,,,,0,0
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan","Michael Henry Heim, Richmond Hoxie","=""0571224385""","=""9780571224388""",0,4.11,Harper Perennial,Paperback,320,2009,1984,,2021/04/30,fiction,fiction (#77),fiction,,,,0,0
762390,The Hour of the Star,Clarice Lispector,"Lispector, Clarice",Giovanni Pontiero,"=""0811211908""","=""9780811211901""",0,4.06,New Directions,Paperback,96,1992,1977,,2021/05/08,fiction,fiction (#76),fiction,,,,0,0
54610962,What Comes After,JoAnne  Tompkins,"Tompkins, JoAnne",,"=""059308599X""","=""9780593085998""",0,3.81,Riverhead Books,Hardcover,420,2021,2021,,2021/05/09,fiction,fiction (#75),fiction,,,,0,0
179612,The State and Revolution,Vladimir Lenin,"Lenin, Vladimir",,"=""1419183478""","=""9781419183478""",0,4.21,Kessinger Publishing,Paperback,116,2004,1917,,2021/05/09,academic,academic (#23),academic,,,,0,0
228560,Sophie's Choice,William Styron,"Styron, William",,"=""0679736379""","=""9780679736370""",0,4.18,Vintage Books,Paperback,562,1992,1979,,2021/01/23,fiction,fiction (#74),fiction,,,,0,0
5113,Franny and Zooey,J.D. Salinger,"Salinger, J.D.",,"=""0316769029""","=""9780316769020""",0,3.97,Back Bay Books,Paperback,201,2001,1957,,2021/01/23,fiction,fiction (#73),fiction,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow,Mass Market Paperback,491,2006,1990,,2021/01/23,fiction,fiction (#72),fiction,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""""","=""""",0,4.08,Ballantine Books,Kindle Edition,466,2012,1990,,2021/01/23,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2021/01/23,fiction,fiction (#71),fiction,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""""","=""""",0,4.33,NAL Trade,Paperback,976,2002,1989,,2021/01/23,fiction,fiction (#70),fiction,,,,0,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",0,3.82,Hogarth Press,Hardcover,273,2019,2018,,2021/01/24,fiction,fiction (#69),fiction,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",0,3.93,"Little, Brown",Hardcover,771,2013,2013,,2021/02/13,fiction,fiction (#68),fiction,,,,0,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",0,4.47,Graywolf Press,Hardcover,251,2019,2019,,2021/04/02,non-fiction,non-fiction (#27),non-fiction,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.75,Pantheon Books,Hardcover,274,2019,1994,,2021/03/09,fiction,fiction (#67),fiction,,,,0,0
53487148,A Thousand Ships,Natalie Haynes,"Haynes, Natalie",,"=""0063065398""","=""9780063065390""",0,4.10,Harper,Hardcover,368,2021,2019,,2021/03/10,fiction,fiction (#66),fiction,,,,0,0
36442813,The Order of Time,Carlo Rovelli,"Rovelli, Carlo",,"=""073521610X""","=""9780735216105""",0,4.12,Riverhead Books,Hardcover,240,2018,2017,,2021/05/19,academic,academic (#22),academic,,,,0,0
10114,Helen of Troy,Margaret George,"George, Margaret",,"=""0670037788""","=""9780670037780""",0,3.94,Viking Books,Hardcover,611,2007,2006,,2021/05/20,fiction,fiction (#65),fiction,,,,0,0
271487,As Meat Loves Salt,Maria McCann,"McCann, Maria",,"=""015601226X""","=""9780156012263""",0,3.90,Harvest Books; 1 edition,Paperback,565,2003,2001,,2021/09/23,fiction,fiction (#64),fiction,,,,0,0
25667449,The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"Laing, Olivia",,"=""1250039576""","=""9781250039576""",0,3.92,Picador,Hardcover,336,2016,2016,,2021/08/13,non-fiction,non-fiction (#26),non-fiction,,,,0,0
6900,Tuesdays with Morrie,Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,4.15,Warner,Paperback,210,2000,1997,,2021/05/21,non-fiction,non-fiction (#25),non-fiction,,,,0,0
16126596,The People in the Trees,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385536771""","=""9780385536776""",0,3.73,Doubleday,Hardcover,369,2013,2013,,2021/09/23,fiction,fiction (#63),fiction,,,,0,0
8477057,Daytripper,Fábio Moon,"Moon, Fábio","Gabriel Bá, Craig Thompson, Dave Stewart, Sean Konot","=""1401229697""","=""9781401229696""",0,4.33,Vertigo (DC Comics),Paperback,256,2011,2011,,2021/09/23,fiction,fiction (#62),fiction,,,,0,0
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.21,Del Rey,Paperback,250,2005,1980,,2021/11/23,fiction,fiction (#61),fiction,,,,0,0
49349174,"Like Streams to the Ocean: Notes on Ego, Love, and the Things That Make Us Who We Are",Jedidiah Jenkins,"Jenkins, Jedidiah",,"=""059313723X""","=""9780593137239""",0,4.15,Convergent Books,Hardcover,272,2021,2021,,2021/12/12,non-fiction,non-fiction (#24),non-fiction,,,,0,0
111389,Funny Boy,Shyam Selvadurai,"Selvadurai, Shyam",,"=""015600500X""","=""9780156005005""",0,4.02,Harvest,Paperback,320,1997,1994,,2022/01/02,fiction,fiction (#60),fiction,,,,0,0
33916024,Sourdough,Robin Sloan,"Sloan, Robin",,"=""0374203105""","=""9780374203108""",0,3.76,"MCD Farrar, Straus and Giroux",Hardcover,259,2017,2017,,2022/01/05,fiction,fiction (#59),fiction,,,,0,0
3181564,The Housekeeper and the Professor,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""0312427808""","=""9780312427801""",0,4.04,Picador,Paperback,180,2009,2003,,2022/01/29,fiction,fiction (#58),fiction,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.79,Doubleday,Hardcover,720,2022,2022,,2022/01/03,fiction,fiction (#57),fiction,,,,0,0
23821354,"The Healers' Road (The Balance Academy, #1)",S.E. Robertson,"Robertson, S.E.",,"=""""","=""""",0,3.83,,Kindle Edition,290,2014,2014,,2022/01/05,fiction,fiction (#56),fiction,,,,0,0
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",0,4.05,Random House Inc,Mass Market Paperback,374,2006,2006,,2022/01/05,fiction,fiction (#55),fiction,,,,0,0
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0618485228""","=""9780618485222""",0,4.00,Mariner Books,Paperback,291,2004,2003,,2022/03/22,fiction,fiction (#54),fiction,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2022/02/16,fiction,fiction (#53),fiction,,,,0,0
14569052,Purple Hibiscus,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1616202416""","=""9781616202415""",0,4.18,Algonquin Books,Paperback,336,2012,2003,,2022/04/23,fiction,fiction (#52),fiction,,,,0,0
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",0,3.84,Knopf,Hardcover,371,2015,2015,,2022/03/25,fiction,fiction (#51),fiction,,,,0,0
7082,Do Androids Dream of Electric Sheep?,Philip K. Dick,"Dick, Philip K.",Roger Zelazny,"=""0345404475""","=""9780345404473""",0,4.09,Del Rey / Ballantine Books,Paperback,244,1996,1968,,2022/03/29,fiction,fiction (#50),fiction,,,,0,0
57809127,A Terrible Kindness,Jo Browning Wroe,"Wroe, Jo Browning",,"=""0571368298""","=""9780571368297""",0,4.41,Faber  Faber,Hardcover,400,2022,2022,,2022/04/08,fiction,fiction (#49),fiction,,,,0,0
25614492,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta","Jorjeana Marie, Will Damron, Cassandra Morris,","=""""","=""""",0,4.36,Philomel Books,Hardcover,391,2016,2016,,2022/04/09,fiction,fiction (#48),fiction,,,,0,0
49025767,"Darius the Great Deserves Better (Darius the Great, #2)",Adib Khorram,"Khorram, Adib",,"=""059310823X""","=""9780593108239""",0,4.31,Dial Books,Hardcover,342,2020,2020,,2022/04/12,fiction,fiction (#47),fiction,,,,0,0
219599,My Work is Not Yet Done: Three Tales of Corporate Horror,Thomas Ligotti,"Ligotti, Thomas",Harry Morris,"=""0965943372""","=""9780965943376""",0,3.88,Mythos Books,Hardcover,200,2002,2002,,2022/04/12,fiction,fiction (#46),fiction,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura   Miller,"=""0143039989""","=""9780143039983""",0,3.83,Penguin Classics,Paperback,182,2006,1959,,2022/04/12,fiction,fiction (#45),fiction,,,,0,0
25622258,The Lives of Others,Neel Mukherjee,"Mukherjee, Neel",,"=""0393351718""","=""9780393351712""",0,3.67,W. W. Norton  Company,Paperback,530,2015,2014,,2022/04/25,fiction,fiction (#44),fiction,,,,0,0
357209,An Imaginary Tale: The Story of the Square Root of Minus One,Paul J. Nahin,"Nahin, Paul J.",,"=""0691127980""","=""9780691127989""",0,3.96,Princeton University Press,Paperback,267,2007,1998,,2022/04/27,non-fiction,non-fiction (#23),non-fiction,,,,0,0
45304101,The Great Believers,Rebecca Makkai,"Makkai, Rebecca",,"=""073522353X""","=""9780735223530""",0,4.26,Penguin Books,Paperback,421,2019,2018,,2022/04/25,fiction,fiction (#43),fiction,,,,0,0
35721089,Beautiful Boy: A Father's Journey Through His Son's Addiction,David Sheff,"Sheff, David",,"=""1328974715""","=""9781328974716""",0,4.12,Mariner Books,Paperback,340,2018,2007,,2022/04/25,non-fiction,non-fiction (#22),non-fiction,,,,0,0
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",0,4.41,,Paperback,679,1974,1953,,2022/04/25,fiction,fiction (#42),fiction,,,,0,0
22929524,The Odd Woman and the City: A Memoir,Vivian Gornick,"Gornick, Vivian",,"=""0374298602""","=""9780374298609""",0,3.87,"Farrar, Straus and Giroux",Hardcover,192,2015,2015,,2022/04/30,fiction,fiction (#41),fiction,,,,0,0
36840397,A Place for Us,Fatima Farheen Mirza,"Mirza, Fatima Farheen",,"=""1524763551""","=""9781524763558""",0,4.16,SJP for Hogarth,Hardcover,385,2018,2018,,2022/04/30,fiction,fiction (#40),fiction,,,,0,0
13707645,The Illicit Happiness of Other People,Manu Joseph,"Joseph, Manu",,"=""0393338622""","=""9780393338621""",0,4.09,W. W. Norton  Company,Paperback,352,2013,2012,,2022/04/30,fiction,fiction (#39),fiction,,,,0,0
38324273,Hotel Silence,Auður Ava Ólafsdóttir,"Ólafsdóttir, Auður Ava",Brian FitzGibbon,"=""""","=""""",0,3.83,Pushkin Press,Kindle Edition,149,2018,2016,,2022/05/06,fiction,fiction (#38),fiction,,,,0,0
44562552,The Argentine Ant,Italo Calvino,"Calvino, Italo",,"=""""","=""""",0,3.28,Esquire,ebook,,,1952,,2022/05/08,fiction,fiction (#37),fiction,,,,0,0
12914,The Aeneid,Virgil,"Virgil, Virgil","Robert Fitzgerald, David   West","=""0679729526""","=""9780679729525""",0,3.86,Vintage,Paperback,442,1990,-19,,2022/05/12,fiction,fiction (#36),fiction,,,,0,0
17859574,How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Scott Adams,"Adams, Scott",,"=""1591846919""","=""9781591846918""",0,4.05,Penguin Portfolio,Hardcover,248,2013,2013,,2022/05/14,non-fiction,non-fiction (#21),non-fiction,,,,0,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",0,3.99,"Scholastic, Inc.",Paperback,176,1999,1999,,2022/05/14,fiction,fiction (#35),fiction,,,,0,0
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"Shaffer, Mary Ann",Annie Barrows,"=""1984801813""","=""9781984801814""",0,4.18,Dial Press,Paperback,291,2018,2008,,2022/05/15,fiction,fiction (#34),fiction,,,,0,0
49354511,The Dictionary of Lost Words,Pip Williams,"Williams, Pip",,"=""1925972593""","=""9781925972597""",0,4.08,Affirm Press,Paperback,384,2021,2020,,2022/05/27,fiction,fiction (#33),fiction,,,,0,0
5981308,Bonk: The Curious Coupling of Science and Sex,Mary Roach,"Roach, Mary",,"=""0393334791""","=""9780393334791""",0,3.85,W. W. Norton & Company,Paperback,303,2009,2008,,2022/05/23,academic,academic (#21),academic,,,,0,0
