Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
57145833,My Body,Emily Ratajkowski,"Ratajkowski, Emily",,"=""1250817862""","=""9781250817860""",0,4.08,Metropolitan Books,Hardcover,239,2021,2021,,2022/01/29,to-read,to-read (#967),to-read,,,,0,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.83,Scholastic Press,Kindle Edition,541,2020,2020,,2022/01/29,to-read,to-read (#968),to-read,,,,0,0
25741055,On Love,Charles Bukowski,"Bukowski, Charles",,"=""0062396021""","=""9780062396020""",0,3.82,Ecco,ebook,224,2016,2016,,2022/01/29,to-read,to-read (#966),to-read,,,,0,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",0,3.71,Portobello Books,Paperback,163,2018,2016,,2022/01/29,to-read,to-read (#965),to-read,,,,0,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",0,3.96,"Little, Brown and Company",Hardcover,305,2013,2013,,2022/01/29,to-read,to-read (#964),to-read,,,,0,0
6088007,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",,"=""""","=""""",0,3.90,Ace,Kindle Edition,292,2000,1984,,2022/01/29,to-read,to-read (#963),to-read,,,,0,0
13637470,Dongri To Dubai : Six Decades of The Mumbai Mafia,S. Hussain Zaidi,"Zaidi, S. Hussain",Vikram Chandra,"=""8174368949""","=""9788174368942""",0,3.94,Roli Books,Paperback,378,2012,2012,,2022/01/29,to-read,to-read (#962),to-read,,,,0,0
46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,"Sheffield, Rob",,"=""1400083028""","=""9781400083022""",0,3.86,Crown Publishing Group (NY),Hardcover,224,2007,2007,,2022/01/29,to-read,to-read (#961),to-read,,,,0,0
56883406,A Hunter-Gatherer's Guide to the 21st Century: Evolution and the Challenges of Modern Life,Heather E. Heying,"Heying, Heather E.",Bret Weinstein,"=""""","=""""",0,3.81,,Kindle Edition,320,2021,2021,,2022/01/29,to-read,to-read (#960),to-read,,,,0,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",0,4.61,Tor Books,Hardcover,1248,2017,2017,,2022/01/09,to-read,to-read (#959),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.15,Ballantine Books,Hardcover,385,2022,2022,,2022/01/07,to-read,to-read (#958),to-read,,,,0,0
50892360,"Black Sun (Between Earth and Sky, #1)",Rebecca Roanhorse,"Roanhorse, Rebecca",,"=""1534437673""","=""9781534437678""",0,4.22,Saga Press,Hardcover,454,2020,2020,,2022/01/07,to-read,to-read (#957),to-read,,,,0,0
59057886,Desperately Seeking Shah Rukh: India's Lonely Young Women and the Search for Intimacy and Independence,Shrayana Bhattacharya,"Bhattacharya, Shrayana",,"=""""","=""""",0,4.34,Harper Collins,,384,2021,2021,,2022/01/06,to-read,to-read (#956),to-read,,,,0,0
18753656,Lagoon,Nnedi Okorafor,"Okorafor, Nnedi",,"=""1444762753""","=""9781444762754""",0,3.62,Hodder & Stoughton,Paperback,306,2014,2014,,2022/01/05,to-read,to-read (#955),to-read,,,,0,0
77810,The Days of Abandonment,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1933372001""","=""9781933372006""",0,3.87,Europa Editions,Paperback,188,2005,2002,,2022/01/05,to-read,to-read (#955),to-read,,,,0,0
52258,The Price of Salt,Patricia Highsmith,"Highsmith, Patricia",Claire  Morgan,"=""0393325997""","=""9780393325997""",0,4.00,W.W. Norton & Company,Paperback,292,2004,1952,,2022/01/04,to-read,to-read (#954),to-read,,,,0,0
38532173,Ponti,Sharlene Teo,"Teo, Sharlene",,"=""1501173111""","=""9781501173110""",0,3.36,Simon & Schuster,Hardcover,304,2018,2018,,2022/01/04,to-read,to-read (#953),to-read,,,,0,0
55196813,The Maid,Nita Prose,"Prose, Nita",,"=""""","=""""",0,3.85,Ballantine Books,Hardcover,304,2022,2022,,2022/01/04,to-read,to-read (#952),to-read,,,,0,0
49110165,Sorrow and Bliss,Meg Mason,"Mason, Meg",,"=""""","=""""",0,4.16,4th Estate - AU,Paperback,352,2021,,,2022/01/03,to-read,to-read (#951),to-read,,,,0,0
57307172,Tell Me I’m Worthless,Alison Rumfitt,"Rumfitt, Alison",,"=""""","=""9781838390020""",0,4.02,Cipher Press,Paperback,264,2021,2021,,2022/01/03,to-read,to-read (#950),to-read,,,,0,0
35408280,Devotions: The Selected Poems of Mary Oliver,Mary Oliver,"Oliver, Mary",,"=""0399563253""","=""9780399563256""",0,4.58,Penguin Press,ebook,480,2017,2017,,2022/01/03,to-read,to-read (#949),to-read,,,,0,0
44045,A Universal History of Iniquity,Jorge Luis Borges,"Borges, Jorge Luis","Andrew Hurley, Arif Bagus Prasetyo","=""0142437891""","=""9780142437896""",0,3.94,Penguin Classics,Paperback,128,2004,1935,,2022/01/03,to-read,to-read (#948),to-read,,,,0,0
93282,The Acts of King Arthur and His Noble Knights,John Steinbeck,"Steinbeck, John",,"=""0141186305""","=""9780141186306""",0,3.83,Penguin Books,Paperback,384,2001,1976,,2022/01/03,to-read,to-read (#947),to-read,,,,0,0
28366373,A Forgotten Liberator: The Life and Struggle of Savitribai Phule,Braj Ranjan BaMani,"BaMani, Braj Ranjan",Pamela Sardar,"=""8190627708""","=""9788190627702""",0,4.43,Mountain Peak,Paperback,95,2008,,,2022/01/03,to-read,to-read (#946),to-read,,,,0,0
15050,Sexing the Cherry,Jeanette Winterson,"Winterson, Jeanette",,"=""0802135781""","=""9780802135780""",0,3.84,Grove Press,Paperback,167,1998,1989,,2022/01/02,to-read,to-read (#945),to-read,,,,0,0
34959327,The Wizard and the Prophet: Two Remarkable Scientists and Their Dueling Visions to Shape Tomorrow's World,Charles C. Mann,"Mann, Charles C.",,"=""0449806383""","=""9780449806388""",0,4.24,Books on Tape,Audio CD,640,2018,2018,,2022/01/02,to-read,to-read (#944),to-read,,,,0,0
32956666,The Blue Hour,Isabelle Simler,"Simler, Isabelle",,"=""0802854885""","=""9780802854889""",0,4.41,Eerdmans Books for Young Readers,Hardcover,42,2017,2015,,2022/01/02,to-read,to-read (#943),to-read,,,,0,0
30649795,Goodbye Days,Jeff Zentner,"Zentner, Jeff",,"=""0553524062""","=""9780553524062""",0,4.12,Crown Books for Young Readers,Hardcover,399,2017,2017,,2022/01/01,to-read,to-read (#942),to-read,,,,0,0
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.47,Viking,Hardcover,464,2014,2014,,2021/12/29,to-read,to-read (#941),to-read,,,,0,0
22307056,Saving Mona Lisa: The Battle to Protect the Louvre and Its Treasures During World War II,Gerri Chanel,"Chanel, Gerri",,"=""0615990398""","=""9780615990392""",0,4.05,"Heliopa Press, LLC",Paperback,344,2014,2014,,2021/12/29,to-read,to-read (#940),to-read,,,,0,0
62963,"Slow Days, Fast Company: The World, the Flesh, and L.A.",Eve Babitz,"Babitz, Eve",,"=""0394409841""","=""9780394409849""",0,4.14,Random House ,Hardcover,178,1977,1977,,2021/12/27,to-read,to-read (#939),to-read,,,,0,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.21,Copper Canyon Press,Paperback,89,2016,2016,,2021/12/27,to-read,to-read (#938),to-read,,,,0,0
339387,"Listen, Little Man!",Wilhelm Reich,"Reich, Wilhelm","William Steig, Ralph Manheim","=""0374504016""","=""9780374504014""",0,4.00,"Noonday/Farrar, Straus & Giroux (NYC)",Paperback,144,1974,1946,,2021/12/27,to-read,to-read (#937),to-read,,,,0,0
15783514,The Ocean at the End of the Lane,Neil Gaiman,"Gaiman, Neil",,"=""0062255657""","=""9780062255655""",0,4.01,William Morrow Books,Hardcover,181,2013,2013,,2021/12/24,to-read,to-read (#936),to-read,,,,0,0
19900597,Tropical Classical: Essays from Several Directions,Pico Iyer,"Iyer, Pico",,"=""""","=""""",0,3.68,Vintage,Kindle Edition,336,2011,1997,,2021/12/22,to-read,to-read (#935),to-read,,,,0,0
44141651,Flight of Deities and Rebirth of Temples: Episodes from Indian History,Meenakshi Jain,"Jain, Meenakshi",,"=""8173056196""","=""9788173056192""",0,4.77,Aryan Books International,Hardcover,406,2019,2019,,2021/12/19,to-read,to-read (#934),to-read,,,,0,0
35604796,What Is Real?: The Unfinished Quest for the Meaning of Quantum Physics,Adam  Becker,"Becker, Adam",,"=""0465096050""","=""9780465096053""",0,4.28,Basic Books,Hardcover,384,2018,2018,,2021/12/17,to-read,to-read (#933),to-read,,,,0,0
20085932,Comic Relief: A Comprehensive Philosophy of Humor (New Directions in Aesthetics),John Morreall,"Morreall, John",Robert Mankoff,"=""""","=""""",0,3.37,Wiley-Blackwell,Kindle Edition,208,2011,2009,,2021/12/13,to-read,to-read (#932),to-read,,,,0,0
55004514,The Warsaw Orphan,Kelly Rimmer,"Rimmer, Kelly",,"=""1525895990""","=""9781525895999""",0,4.36,Graydon House,Paperback,416,2021,2021,,2021/12/13,to-read,to-read (#931),to-read,,,,0,0
55113347,A New Idea of India: Individual Rights in a Civilisational State,Harsh Gupta 'Madhusudan',"'Madhusudan', Harsh Gupta","Rajeev Mantri, Sanjeev Sanyal","=""9389648408""","=""9789389648409""",0,4.20,Westland,Hardcover,384,2020,2020,,2021/12/13,to-read,to-read (#930),to-read,,,,0,0
29370449,Debrahmanising History: Dominance and Resistance in Indian Society (Extensively Revised Edition),Braj Ranjan Mani,"Mani, Braj Ranjan",,"=""9350980770""","=""9789350980774""",0,4.42,MANOHAR PUBLISHERS AND DISTRIBUTORS,Paperback,446,2015,,,2021/12/13,to-read,to-read (#929),to-read,,,,0,0
631243,The Idea of India,Sunil Khilnani,"Khilnani, Sunil",,"=""""","=""9789351184546""",0,3.83,Penguin Books,Paperback,264,2016,1997,,2021/12/13,to-read,to-read (#928),to-read,,,,0,0
38474370,Seventy Years of Secularism: Unpopular Essays on the Unofficial Political Religion of India,Sandeep Balakrishna,"Balakrishna, Sandeep",,"=""""","=""""",0,4.41,,Kindle Edition,294,2018,2018,,2021/12/13,to-read,to-read (#927),to-read,,,,0,0
3774496,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Richard Pevear, Larissa Volokhonsky","=""1400079985""","=""9781400079988""",0,4.15,Vintage Classics,Paperback,1273,2011,1869,,2021/12/13,to-read,to-read (#926),to-read,,,,0,0
45033931,"Cilka's Journey (The Tattooist of Auschwitz, #2)",Heather   Morris,"Morris, Heather",,"=""1250265703""","=""9781250265708""",0,4.39,St. Martin's Press,Hardcover,352,2019,2019,,2021/12/13,to-read,to-read (#925),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,3.71,Penguin Books,Paperback,289,2019,2018,,2021/12/13,to-read,to-read (#924),to-read,,,,0,0
58508534,"India that is Bharat: Coloniality, Civilisation, Constitution",J. Sai Deepak,"Deepak, J. Sai",,"=""9354352499""","=""9789354352492""",0,4.54,‎ Bloomsbury India,Hardcover,472,2021,2021,,2021/12/13,to-read,to-read (#923),to-read,,,,0,0
55756097,Wanderings in Coastal Kerala,Sugan RGK,"RGK, Sugan","Ahammed Shameer, Manikandan Sambasivam","=""""","=""""",0,4.58,,Kindle Edition,52,2020,2020,,2021/12/13,to-read,to-read (#922),to-read,,,,0,0
79917,Crowds and Power,Elias Canetti,"Canetti, Elias",Carol Stewart,"=""0374518203""","=""9780374518202""",0,4.09,"Farrar, Straus and Giroux ",Paperback,495,1984,1960,,2021/12/12,to-read,to-read (#921),to-read,,,,0,0
56980548,"Aristotle and Dante Dive into the Waters of the World (Aristotle and Dante, #2)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""153449619X""","=""9781534496194""",4,4.14,Simon  Schuster Books for Young Readers,Hardcover,516,2021,2021,2021/12/11,2021/12/01,,,read,"I needed this. I needed this badly. Why? Cause I am a little ass crying bitch. This isn't a story that you go to when you need something thrilling, it is something that you know is coming and when it comes, it just hits you. Full of cliches and predictable storylines and yet it is needed, some things need to be said and he does it in style. I wish the world this book exists in, existed in real life, but that's the point, we will have to build one. I wish I had enough courage and means to hold on to someone as Ari does. I wish the world could be a sweeter place like Ari and Dante are envisioning. I wish so many things, and yet at the core of them, it is all for more love in this godforsaken love. Studying in a liberal college can push you to cynicism and existential dread but books like these remind you that it is all for people around you. <br/>I missed you, Ari and Dante and your fictional super cheesy dialogues.<br/>I will miss you again because you give me hope. <br/>I hope I can keep up with that hope. <br/>Thank you. ",,,1,0
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""006267112X""","=""9780062671127""",0,4.00,Harper,Hardcover,387,2021,2021,,2021/12/11,to-read,to-read (#920),to-read,,,,0,0
54589790,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""125014230X""","=""9781250142306""",0,4.38,Imprint,Hardcover,592,2021,2021,,2021/12/10,to-read,to-read (#919),to-read,,,,0,0
56914101,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,"Gorman, Amanda",Oprah Winfrey,"=""059346527X""","=""9780593465271""",0,4.57,Viking Books,Hardcover,32,2021,2021,,2021/12/10,to-read,to-read (#918),to-read,,,,0,0
57282218,Lore Olympus: Volume One,Rachel  Smythe,"Smythe, Rachel",,"=""0593160290""","=""9780593160299""",0,4.35,Del Rey,Hardcover,384,2021,2021,,2021/12/10,to-read,to-read (#917),to-read,,,,0,0
54998251,"Four Hundred Souls: A Community History of African America, 1619-2019",Ibram X. Kendi,"Kendi, Ibram X.",Keisha N. Blain,"=""0593134044""","=""9780593134047""",0,4.58,One World,Hardcover,528,2021,2021,,2021/12/10,to-read,to-read (#916),to-read,,,,0,0
54968118,"The Code Breaker: Jennifer Doudna, Gene Editing, and the Future of the Human Race",Walter Isaacson,"Isaacson, Walter",,"=""1982115858""","=""9781982115852""",0,4.30,Simon  Schuster,Hardcover,536,2021,2021,,2021/12/10,to-read,to-read (#915),to-read,,,,0,0
56132724,"The Woman They Could Not Silence: One Woman, Her Incredible Fight for Freedom, and the Men Who Tried to Make Her Disappear",Kate  Moore,"Moore, Kate",,"=""1492696722""","=""9781492696728""",0,4.31,Sourcebooks,Hardcover,560,2021,2021,,2021/12/10,to-read,to-read (#914),to-read,,,,0,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.55,Doubleday,Hardcover,535,2021,2021,,2021/12/10,to-read,to-read (#913),to-read,,,,0,0
50743767,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,"Jaouad, Suleika",,"=""0399588582""","=""9780399588587""",0,4.44,Random House,Hardcover,352,2021,2021,,2021/12/10,to-read,to-read (#912),to-read,,,,0,0
54860610,Somebody's Daughter,Ashley C. Ford,"Ford, Ashley C.",,"=""1250305977""","=""9781250305978""",0,4.07,Flatiron Books: An Oprah Book,Hardcover,224,2021,2021,,2021/12/10,to-read,to-read (#911),to-read,,,,0,0
55360284,Taste: My Life through Food,Stanley Tucci,"Tucci, Stanley",,"=""1982168013""","=""9781982168018""",0,4.24,Gallery Books,Hardcover,291,2021,2021,,2021/12/10,to-read,to-read (#910),to-read,,,,0,0
55338982,Cultish: The Language of Fanaticism,Amanda Montell,"Montell, Amanda",,"=""0062993151""","=""9780062993151""",0,3.97,Harper Wave,Hardcover,320,2021,2021,,2021/12/10,to-read,to-read (#909),to-read,,,,0,0
56268863,The Book of Hope: A Survival Guide for Trying Times,Jane Goodall,"Goodall, Jane","Douglas Carlton Abrams, Gail Hudson","=""1250784093""","=""9781250784094""",0,4.21,Celadon Books,Hardcover,272,2021,2021,,2021/12/10,to-read,to-read (#908),to-read,,,,0,0
55825273,The Comfort Book,Matt Haig,"Haig, Matt",,"=""0143136666""","=""9780143136668""",0,4.10,Penguin Life,Hardcover,272,2021,2021,,2021/12/10,to-read,to-read (#907),to-read,,,,0,0
57936600,Where the Deer and the Antelope Play: The Pastoral Observations of One Ignorant American Who Loves to Walk Outside,Nick Offerman,"Offerman, Nick",,"=""1101984694""","=""9781101984697""",0,3.71,Dutton Books,Hardcover,320,2021,2021,,2021/12/10,to-read,to-read (#906),to-read,,,,0,0
55339007,How Y'all Doing?: Misadventures and Mischief from a Life Well Lived,Leslie Jordan,"Jordan, Leslie",,"=""0063076195""","=""9780063076198""",0,4.08,William Morrow,Hardcover,208,2021,2021,,2021/12/10,to-read,to-read (#905),to-read,,,,0,0
54305363,Broken (In the Best Possible Way),Jenny  Lawson,"Lawson, Jenny",,"=""1250077036""","=""9781250077035""",0,4.05,Henry Holt and Co.,Hardcover,285,2021,2021,,2021/12/10,to-read,to-read (#904),to-read,,,,0,0
52379735,The Echo Wife,Sarah Gailey,"Gailey, Sarah",,"=""125017466X""","=""9781250174666""",0,3.62,Tor Books,Hardcover,256,2021,2021,,2021/12/10,to-read,to-read (#903),to-read,,,,0,0
51637946,Light of the Jedi (Star Wars: The High Republic),Charles Soule,"Soule, Charles",,"=""0593157710""","=""9780593157718""",0,3.92,Del Rey,Hardcover,380,2021,2021,,2021/12/10,to-read,to-read (#902),to-read,,,,0,0
55077538,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,"=""1250621801""","=""9781250621801""",0,3.91,Tor Books,Hardcover,416,2021,2021,,2021/12/10,to-read,to-read (#901),to-read,,,,0,0
56666839,"A Dowry of Blood (A Dowry of Blood, #1)",S.T. Gibson,"Gibson, S.T.",,"=""1916366937""","=""9781916366930""",0,4.14,Nyx Publishing,Paperback,248,2021,2021,,2021/12/10,to-read,to-read (#900),to-read,,,,0,0
54798187,Later,Stephen King,"King, Stephen",,"=""1789096499""","=""9781789096491""",0,4.00,Hard Case Crime,Paperback,248,2021,2021,,2021/12/10,to-read,to-read (#898),to-read,,,,0,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",0,3.55,Berkley Books,Hardcover,352,2021,2021,,2021/12/10,to-read,to-read (#899),to-read,,,,0,0
54621094,The Last House on Needless Street,Catriona Ward,"Ward, Catriona",,"=""1788166167""","=""9781788166164""",0,3.86,Viper,Hardcover,335,2021,2021,,2021/12/10,to-read,to-read (#897),to-read,,,,0,0
53914937,The Rose Code,Kate Quinn,"Quinn, Kate",,"=""006305941X""","=""9780063059412""",0,4.46,William Morrow,Hardcover,624,2021,2021,,2021/12/10,to-read,to-read (#896),to-read,,,,0,0
58745185,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798657""","=""9781524798659""",0,4.08,Ballantine Books,Hardcover,369,2021,2021,,2021/12/10,to-read,to-read (#895),to-read,,,,0,0
52476830,The Push,Ashley Audrain,"Audrain, Ashley",,"=""1984881663""","=""9781984881663""",0,4.09,Pamela Dorman Books,Hardcover,307,2021,2021,,2021/12/10,to-read,to-read (#894),to-read,,,,0,0
56852407,Billy Summers,Stephen King,"King, Stephen",,"=""1982173610""","=""9781982173616""",0,4.23,Scribner,Hardcover,515,2021,2021,,2021/12/10,to-read,to-read (#893),to-read,,,,0,0
45300567,The Maidens,Alex Michaelides,"Michaelides, Alex",,"=""1250304458""","=""9781250304452""",0,3.63,Celadon Books,Hardcover,337,2021,2021,,2021/12/10,to-read,to-read (#892),to-read,,,,0,0
58744977,The Last Thing He Told Me,Laura Dave,"Dave, Laura",,"=""1501171348""","=""9781501171345""",0,3.87,Simon & Schuster,Hardcover,307,2021,2021,,2021/12/10,to-read,to-read (#891),to-read,,,,0,0
54860573,Once There Were Wolves,Charlotte McConaghy,"McConaghy, Charlotte",,"=""1250244145""","=""9781250244147""",0,4.14,Flatiron Books,Hardcover,258,2021,2021,,2021/12/10,to-read,to-read (#890),to-read,,,,0,0
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593336739""","=""9780593336731""",0,3.75,Berkley,Hardcover,299,2021,2021,,2021/12/10,to-read,to-read (#889),to-read,,,,0,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",0,3.57,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,,2021/12/10,to-read,to-read (#888),to-read,,,,0,0
1760630,Self-Reliance,Ralph Waldo Emerson,"Emerson, Ralph Waldo",,"=""1604500093""","=""9781604500097""",0,4.00,ARC Manor,Paperback,52,2007,1841,,2021/12/07,to-read,to-read (#887),to-read,,,,0,0
12870068,The Etymologicon: A Circular Stroll through the Hidden Connections of the English Language,Mark Forsyth,"Forsyth, Mark",,"=""""","=""""",0,4.22,Icon Books,Hardcover,252,2011,2011,,2021/12/06,to-read,to-read (#886),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345376595""","=""9780345376596""",0,4.32,Ballantine Books,Paperback,384,1997,1994,,2021/12/06,to-read,to-read (#885),to-read,,,,0,0
298275,Nausea,Jean-Paul Sartre,"Sartre, Jean-Paul","Hayden Carruth, Lloyd Alexander","=""0811201880""","=""9780811201889""",0,3.93,New Directions,Hardcover,178,1969,1938,,2021/12/04,to-read,to-read (#884),to-read,,,,0,0
39932220,"Grand Blue Dreaming, Vol. 9",Kenji Inoue,"Inoue, Kenji",Kimitake Yoshioka,"=""""","=""""",0,4.35,Kodansha Comics Digital-First!,Kindle Edition,194,2018,2017,,2021/12/03,to-read,to-read (#883),to-read,,,,0,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",0,4.27,Scribner,Hardcover,626,2021,2021,,2021/12/03,to-read,to-read (#882),to-read,,,,0,0
25365667,Ross Poldark (Poldark #1),Winston Graham,"Graham, Winston",,"=""1492622079""","=""9781492622079""",0,4.08,Sourcebooks Landmark,Paperback,379,2015,1945,,2021/12/03,to-read,to-read (#881),to-read,,,,0,0
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""1594633665""","=""9781594633669""",0,3.95,Riverhead Books,Hardcover,336,2015,2015,,2021/12/02,to-read,to-read (#879),to-read,,,,0,0
5849,A House for Mr Biswas,V.S. Naipaul,"Naipaul, V.S.",,"=""0330487191""","=""9780330487191""",0,3.81,Picador,Paperback,623,2003,1961,,2021/12/02,to-read,to-read (#880),to-read,,,,0,0
59232498,The Last Rose of Shanghai,Weina Dai Randel,"Randel, Weina Dai",,"=""""","=""""",0,4.16,,Kindle Edition,429,2021,2021,,2021/12/01,to-read,to-read (#878),to-read,,,,0,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,"=""1982134194""","=""9781982134198""",0,4.08,Atria Books,Hardcover,368,2021,2021,,2021/12/01,to-read,to-read (#877),to-read,,,,0,0
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,"=""0063025280""","=""9780063025288""",0,4.08,William Morrow,Hardcover,373,2021,2021,,2021/12/01,to-read,to-read (#876),to-read,,,,0,0
62798,The Temple of the Golden Pavilion,Yukio Mishima,"Mishima, Yukio",Ivan Morris,"=""0679433155""","=""9780679433156""",0,3.99,Everyman's Library,Hardcover,247,1995,1956,,2021/11/29,to-read,to-read (#875),to-read,,,,0,0
53025774,Well-Behaved Indian Women,Saumya Dave,"Dave, Saumya",,"=""1984806157""","=""9781984806154""",0,3.79,Berkley Books,Paperback,385,2020,2020,,2021/11/28,to-read,to-read (#874),to-read,,,,0,0
3153910,The Art of Racing in the Rain,Garth Stein,"Stein, Garth",,"=""1554681723""","=""9781554681723""",0,4.22,Harper Collins,Hardcover,321,2008,2008,,2021/11/28,to-read,to-read (#873),to-read,,,,0,0
18626895,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin","Michael   Whelan, John  Howe","=""""","=""""",0,4.17,Spectra,Kindle Edition,464,2002,1995,,2021/11/28,to-read,to-read (#872),to-read,,,,0,0
13602929,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,"Alexie, Sherman",,"=""""","=""""",0,4.08,"Little, Brown Books for Young Readers",Kindle Edition,259,2012,2007,,2021/11/28,to-read,to-read (#871),to-read,,,,0,0
34941,"The Phantom Menace (Star Wars: Novelizations, #1)",Terry Brooks,"Brooks, Terry",George Lucas,"=""0099409968""","=""9780099409960""",4,3.61,Arrow,Paperback,336,2000,1999,2021/11/27,2021/11/27,,,read,,,,1,0
3832,"Cover Her Face (Adam Dalgliesh, #1)",P.D. James,"James, P.D.",,"=""0743219570""","=""9780743219570""",0,3.92,Scribner,Paperback,250,2001,1962,,2021/11/27,to-read,to-read (#870),to-read,,,,0,0
168666,Lord Jim,Joseph Conrad,"Conrad, Joseph","Cedric Watts, Robert Hampson","=""0140180923""","=""9780140180923""",0,3.62,Penguin Classics,Paperback,384,1989,1899,,2021/11/25,to-read,to-read (#869),to-read,,,,0,0
31175,The Professor,Charlotte Brontë,"Brontë, Charlotte",,"=""1582870950""","=""9781582870953""",0,3.56,North Books,Hardcover,269,1999,1857,,2021/11/25,to-read,to-read (#869),to-read,,,,0,0
20625781,The Present in Delhi's Pasts,Sunil Kumar,"Kumar, Sunil",,"=""""","=""9788188789443""",0,4.00,Three Essays Collective,Paperback,158,2010,2010,,2021/11/25,to-read,to-read (#868),to-read,,,,0,0
10002752,Demolishing Myths or Mosques and Temples? Readings on History and Temple Desecration in Medieval India,Sunil Kumar,"Kumar, Sunil","Richard H. Davis, Romila Thapar, Richard Eaton, Finbarr B. Flood","=""8188789593""","=""9788188789597""",0,4.20,Three Essays Publications,Paperback,184,2010,2008,,2021/11/25,to-read,to-read (#867),to-read,,,,0,0
58312868,The Book of Indian Ghosts,Riksundar Banerjee,"Banerjee, Riksundar",,"=""939065226X""","=""9789390652266""",0,3.87,Aleph Book Company,Hardcover,278,2021,,,2021/11/23,to-read,to-read (#866),to-read,,,,0,0
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",0,3.98,Alfred A. Knopf,Hardcover,241,2006,2006,,2021/11/23,to-read,to-read (#865),to-read,,,,0,0
436982,Notes from the Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",0,4.17,Dover Publications,Paperback,96,1992,1864,,2021/11/23,to-read,to-read (#864),to-read,,,,0,0
17876152,गुनाहों का देवता [Gunahon Ka Devata],Dharamvir Bharati,"Bharati, Dharamvir",धर्मवीर भारती,"=""""","=""9789326350600""",0,4.31,Bhartiya Jnanpith,Hardcover,257,2012,,,2021/11/23,to-read,to-read (#863),to-read,,,,0,0
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",0,3.98,Riverhead Books,Hardcover,81,2016,2014,,2021/11/23,to-read,to-read (#862),to-read,,,,0,0
17061,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061139378""","=""9780061139376""",0,4.09,William Morrow Paperbacks,Paperback,176,2006,2002,,2021/11/23,to-read,to-read (#861),to-read,,,,0,0
